"id","name","author","url","category","rating","ratings","installs","minInstalls","price"
"bigefpfhnfcobdlfbedofhhaibnlghod","MEGA","MEGA","https://chrome.google.com/webstore/detail/mega/bigefpfhnfcobdlfbedofhhaibnlghod","Productivity",4.33553185517822,7126,"2,000,000+",2000000,"Free"
"niloccemoadcdkdjlinkgdfekeahmflj","Save to Pocket","Read It Later, Inc.","https://chrome.google.com/webstore/detail/save-to-pocket/niloccemoadcdkdjlinkgdfekeahmflj","Productivity",4.281159800577276,7622,"2,000,000+",2000000,"Free"
"nlbejmccbhkncgokjcmghpfloaajcffj","Hotspot Shield Free VPN Proxy - Unlimited VPN","Pango Inc.","https://chrome.google.com/webstore/detail/hotspot-shield-free-vpn-p/nlbejmccbhkncgokjcmghpfloaajcffj","Productivity",4.417638699745396,67556,"2,000,000+",2000000,"Free"
"mlomiejdfkolichcflejclcbmpeaniij","Ghostery – Privacy Ad Blocker","Ghostery","https://chrome.google.com/webstore/detail/ghostery-%E2%80%93-privacy-ad-blo/mlomiejdfkolichcflejclcbmpeaniij","Productivity",4.628966761919085,13298,"2,000,000+",2000000,"Uses in-app payments"
"chphlpgkkbolifaimnlloiipkdnihall","OneTab","OneTab team","https://chrome.google.com/webstore/detail/onetab/chphlpgkkbolifaimnlloiipkdnihall","Productivity",4.540278942153799,13121,"2,000,000+",2000000,"Free"
"pdnfnkhpgegpcingjbfihlkjeighnddk","Unblock Youku","https://www.uku.im","https://chrome.google.com/webstore/detail/unblock-youku/pdnfnkhpgegpcingjbfihlkjeighnddk","Productivity",4.455219108519842,26585,"2,000,000+",2000000,"Free"
"bkkbcggnhapdmkeljlodobbkopceiche","Pop up blocker for Chrome™ - Poper Blocker","dingosolutions","https://chrome.google.com/webstore/detail/pop-up-blocker-for-chrome/bkkbcggnhapdmkeljlodobbkopceiche","Productivity",4.796316047028119,79697,"2,000,000+",2000000,"Free"
"nffaoalbilbmmfgbnbgppjihopabppdk","Video Speed Controller","igrigorik","https://chrome.google.com/webstore/detail/video-speed-controller/nffaoalbilbmmfgbnbgppjihopabppdk","Productivity",4.61101243339254,2815,"2,000,000+",2000000,"Free"
"hjngolefdpdnooamgdldlkjgmdcmcjnc","EquatIO - Math made digital","Texthelp","https://chrome.google.com/webstore/detail/equatio-math-made-digital/hjngolefdpdnooamgdldlkjgmdcmcjnc","Productivity",4.014729950900164,611,"2,000,000+",2000000,"Free"
"fcfhplploccackoneaefokcmbjfbkenj","1clickVPN - Free VPN for Chrome","1clickVPN","https://chrome.google.com/webstore/detail/1clickvpn-free-vpn-for-ch/fcfhplploccackoneaefokcmbjfbkenj","Productivity",4.462679001393993,7891,"2,000,000+",2000000,"Free"
"lmjnegcaeklhafolokijcfjliaokphfk","Video DownloadHelper","ACLAP","https://chrome.google.com/webstore/detail/video-downloadhelper/lmjnegcaeklhafolokijcfjliaokphfk","Productivity",4.291472275334608,13075,"2,000,000+",2000000,"Free"
"klekeajafkkpokaofllcadenjdckhinm","McAfee® Web Boost","McAfee, LLC","https://chrome.google.com/webstore/detail/mcafee%C2%AE-web-boost/klekeajafkkpokaofllcadenjdckhinm","Productivity",4.406666666666666,150,"2,000,000+",2000000,"Free"
"eedlgdlajadkbbjoobobefphmfkcchfk","Ecosia - The search engine that plants trees","Ecosia GmbH","https://chrome.google.com/webstore/detail/ecosia-the-search-engine/eedlgdlajadkbbjoobobefphmfkcchfk","Search Tools",4.724326791419443,2191,"2,000,000+",2000000,"Free"
